rounded_price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,state,odometer_range
9000,2011,ford,escape,good,6,gas,automatic,4wd,SUV,nj,50k-100k
23000,2008,jeep,wrangler unlimited 4x4,good,5,gas,automatic,4wd,SUV,ca,100k-150k
8000,2011,toyota,prius,excellent,4,gas,automatic,fwd,sedan,il,100k-150k
19000,2012,ford,f-350 xlt,good,5,gas,automatic,4wd,sedan,mn,150k-200k
31000,2018,ford,transit van,excellent,5,diesel,automatic,rwd,sedan,nm,50k-100k
20000,2012,chevrolet,silverado 1500,excellent,6,gas,automatic,rwd,pickup,ca,50k-100k
4000,2003,gmc,envoy,excellent,6,gas,automatic,4wd,sedan,ri,150k-200k
29000,2010,ford,super duty f-550 drw,good,10,gas,automatic,4wd,sedan,sc,100k-150k
39000,2019,lexus,es 350 f sport sedan 4d,good,6,gas,other,fwd,sedan,pa,0-20k
30000,2018,ford,f150 supercrew cab,good,8,other,automatic,4wd,pickup,nm,100k-150k
8000,2011,hyundai,sonata hybrid,excellent,4,gas,automatic,fwd,sedan,ny,50k-100k
30000,2016,ford,f-150,good,8,gas,automatic,4wd,pickup,mn,50k-100k
17000,2020,hyundai,accent se sedan 4d,good,5,gas,other,fwd,sedan,ny,0-20k
8000,2012,chevrolet,cruze,excellent,5,gas,automatic,fwd,sedan,ma,100k-150k
8000,2007,others,g35,good,6,gas,manual,rwd,coupe,nm,50k-100k
13000,2014,bmw,328i,excellent,4,gas,automatic,4wd,sedan,me,50k-100k
10000,2012,jeep,compass,excellent,4,gas,automatic,fwd,SUV,nj,100k-150k
18000,1996,chevrolet,c/k 1500,excellent,8,gas,automatic,4wd,truck,mn,200k-300k
9000,2013,volkswagen,passat,good,5,gas,automatic,fwd,sedan,sd,100k-150k
9000,2011,honda,pilot,good,5,gas,automatic,4wd,sedan,ct,150k-200k
6000,2007,others,eclipse,excellent,6,gas,automatic,fwd,hatchback,ok,150k-200k
10000,2006,ford,Hummer H3,good,5,gas,automatic,4wd,sedan,me,150k-200k
14000,2009,gmc,yukon xl denali awd,excellent,8,gas,automatic,4wd,SUV,wi,150k-200k
6000,2006,ford,ranger,good,6,gas,automatic,rwd,truck,oh,150k-200k
6000,2006,ford,f-150,good,5,gas,manual,4wd,sedan,tx,150k-200k
40000,2018,jeep,wrangler unlimited all new,good,6,other,other,4wd,other,az,0-20k
35000,2010,ford,Series,good,4,gas,automatic,rwd,sedan,ga,0-20k
28000,2017,ford,explorer,good,6,gas,automatic,4wd,SUV,co,50k-100k
32000,2017,chevrolet,silverado 2500,good,5,gas,automatic,4wd,sedan,al,50k-100k
6000,2010,hyundai,elantra,excellent,4,gas,manual,fwd,sedan,sc,100k-150k
10000,2011,ford,fusion se,excellent,4,gas,automatic,fwd,sedan,ia,50k-100k
6000,2014,volkswagen,jetta se 1.8l,good,5,gas,automatic,4wd,sedan,ca,50k-100k
24000,2017,audi,a3 premium sedan 4d,good,5,gas,automatic,4wd,sedan,az,20k-50k
30000,2015,gmc,ykuon,good,5,gas,automatic,4wd,sedan,mi,100k-150k
6000,1996,jeep,grand cherokee laredo 4x4,like new,6,gas,automatic,4wd,SUV,ca,200k-300k
17000,2005,ford,mustang gt convertible,excellent,8,gas,manual,rwd,convertible,va,50k-100k
37000,2020,acura,tlx 3.5 w/technology pkg,good,6,gas,other,4wd,sedan,ny,20k-50k
13000,2011,acura,mdx sh-awd w/tech,excellent,6,gas,automatic,4wd,SUV,ca,100k-150k
8000,1968,ford,1968,good,8,gas,manual,4wd,truck,ca,50k-100k
6000,1999,jeep,wrangler,good,5,gas,automatic,4wd,sedan,tn,200k-300k
43000,2020,chevrolet,silverado 1500 lt z71,good,5,gas,automatic,4wd,truck,mt,20k-50k
14000,2013,others,m37,good,6,gas,automatic,4wd,sedan,md,100k-150k
18000,2018,jeep,all-new wrangler unlimited,good,6,gas,automatic,4wd,SUV,nc,50k-100k
20000,2013,lexus,es 350,good,6,other,automatic,fwd,sedan,oh,50k-100k
40000,2018,ford,hino 155,good,5,diesel,automatic,4wd,sedan,nj,0-20k
14000,2007,ford,f150,excellent,5,gas,automatic,4wd,sedan,wi,20k-50k
27000,2014,gmc,sierra 1500,good,5,gas,automatic,rwd,truck,ks,100k-150k
22000,2018,ram,promaster city,good,5,gas,automatic,fwd,wagon,wa,20k-50k
4000,2008,dodge,avenger,good,4,gas,automatic,fwd,sedan,va,50k-100k
14000,2008,toyota,4runner,good,6,gas,automatic,4wd,SUV,nc,100k-150k
21000,2015,ford,explorer,good,6,gas,automatic,fwd,SUV,hi,50k-100k
15000,2008,ram,1500 laramie,like new,8,gas,automatic,4wd,truck,tx,100k-150k
23000,2010,toyota,tacoma,good,5,gas,automatic,4wd,pickup,ca,50k-100k
25000,1934,chevrolet,f-150,excellent,8,gas,automatic,rwd,sedan,va,0-20k
25000,2017,ford,MASERATI GHIBLI,good,5,gas,automatic,rwd,sedan,nj,50k-100k
3000,2006,chevrolet,trailblazer,good,6,gas,automatic,rwd,SUV,al,150k-200k
48000,2018,chevrolet,silverado 2500hd,good,5,gas,automatic,4wd,pickup,tx,0-20k
20000,2004,ford,Sterling Acterra,good,5,diesel,automatic,4wd,sedan,co,150k-200k
18000,2002,ford,f150 supercrew cab 4x4,fair,8,gas,automatic,4wd,pickup,dc,200k-300k
10000,2013,others,jx35,good,6,gas,automatic,fwd,SUV,al,150k-200k
28000,2011,chevrolet,silverado 1500,good,8,gas,automatic,4wd,truck,ca,50k-100k
52000,2016,ford,super duty f-350 srw king,good,8,diesel,automatic,4wd,truck,mt,100k-150k
6000,2011,gmc,terrain,good,4,gas,automatic,fwd,sedan,mi,150k-200k
53000,2019,ford,f150 supercrew cab,good,6,gas,automatic,4wd,pickup,id,20k-50k
18000,2018,ford,escape,good,5,gas,automatic,4wd,SUV,oh,50k-100k
21000,2016,ford,transit cargo cargo 250,good,0,gas,automatic,4wd,other,tn,100k-150k
25000,2017,others,qx70 3.7,good,5,gas,automatic,4wd,sedan,tx,50k-100k
4000,2002,others,s80,like new,6,gas,automatic,fwd,sedan,oh,50k-100k
10000,2013,honda,civic,good,5,gas,automatic,4wd,sedan,wi,50k-100k
42000,2018,others,xc90,good,5,gas,automatic,4wd,sedan,nj,20k-50k
8000,2010,others,xc90,excellent,5,gas,automatic,4wd,sedan,wi,100k-150k
8000,2005,dodge,magnum,excellent,8,gas,automatic,4wd,wagon,ia,150k-200k
19000,2012,ram,2500 st crew cab flatbed,good,6,diesel,manual,4wd,sedan,mt,150k-200k
29000,2013,jeep,wrangler unlimited sport,good,6,gas,other,4wd,other,il,20k-50k
9000,2016,chevrolet,cruze,excellent,5,gas,automatic,fwd,sedan,fl,100k-150k
32000,2016,ford,explorer,good,5,gas,automatic,4wd,sedan,nm,50k-100k
16000,2010,bmw,1 series 128i convertible 2d,good,5,gas,other,rwd,convertible,az,50k-100k
11000,2012,others,cx-9,good,6,gas,automatic,fwd,SUV,fl,100k-150k
37000,2018,ford,f150 lariat 4x4 half ton,good,5,gas,automatic,4wd,truck,id,50k-100k
7000,2009,toyota,camry hybrid,excellent,4,gas,other,fwd,sedan,fl,100k-150k
16000,2017,chevrolet,cruze,good,4,gas,automatic,fwd,sedan,wa,20k-50k
18000,2017,gmc,sierra 2500hd,excellent,8,diesel,automatic,4wd,sedan,mt,50k-100k
3000,2010,honda,accord,excellent,5,gas,automatic,fwd,sedan,ca,100k-150k
9000,2014,others,500l lounge,excellent,5,gas,automatic,4wd,sedan,nc,50k-100k
18000,2003,subaru,outback,fair,4,gas,manual,4wd,hatchback,ma,200k-300k
32000,2015,ford,f-150 platinum crew cab 4x4,good,5,gas,automatic,4wd,sedan,ia,100k-150k
13000,2013,ford,e-150,good,5,gas,automatic,fwd,van,ca,100k-150k
33000,2017,ford,f-350 sd,good,8,gas,automatic,4wd,truck,vt,50k-100k
18000,2020,dodge,charger,good,5,gas,automatic,rwd,sedan,md,0-20k
15000,2012,jeep,wrangler,excellent,6,gas,manual,4wd,SUV,al,150k-200k
10000,2004,nissan,frontier,excellent,5,gas,automatic,rwd,pickup,ca,100k-150k
18000,2020,chevrolet,camaro zl1,like new,5,gas,automatic,4wd,sedan,mn,0-20k
9000,2013,toyota,prius,excellent,4,hybrid,automatic,fwd,hatchback,va,100k-150k
9000,2013,dodge,journey sxt,excellent,6,gas,automatic,4wd,SUV,il,150k-200k
38000,2020,volkswagen,atlas cross sport se,good,5,other,other,4wd,SUV,fl,0-20k
10000,2012,bmw,328xi coupe,good,6,gas,automatic,4wd,coupe,me,100k-150k
27000,2017,ram,1500,good,5,gas,automatic,4wd,pickup,dc,50k-100k
14000,2015,dodge,charger r/t,good,8,gas,automatic,rwd,sedan,ga,100k-150k
18000,2002,chevrolet,blazer,fair,5,gas,automatic,4wd,SUV,ia,100k-150k
18000,2006,ford,focus,good,5,gas,manual,4wd,hatchback,me,50k-100k
6000,2011,ford,fiesta,good,5,other,automatic,4wd,hatchback,oh,100k-150k
18000,1999,ford,f350 pick up,good,8,gas,automatic,4wd,pickup,ct,100k-150k
24000,2014,ford,isuzu npr,like new,5,diesel,automatic,4wd,truck,nj,200k-300k
12000,2012,jeep,liberty limited jet 4x4,good,6,gas,automatic,4wd,SUV,mt,100k-150k
5000,2008,nissan,altima,excellent,4,gas,automatic,fwd,sedan,tn,100k-150k
21000,2017,dodge,charger,good,5,gas,automatic,rwd,sedan,ar,100k-150k
31000,2016,dodge,challenger,good,8,gas,automatic,rwd,coupe,co,20k-50k
43000,2014,toyota,tundra,good,8,gas,automatic,4wd,truck,wa,50k-100k
26000,2015,ram,1500,good,5,gas,automatic,4wd,pickup,oh,100k-150k
18000,2000,chevrolet,s10 pickup,fair,6,gas,automatic,4wd,pickup,ak,100k-150k
5000,2011,volkswagen,golf,good,5,gas,automatic,4wd,sedan,pa,100k-150k
11000,2015,chevrolet,cruze,good,5,gas,automatic,4wd,sedan,mi,50k-100k
8000,2007,gmc,sierra 1500 extend cab sle,good,8,gas,automatic,rwd,pickup,ok,150k-200k
5000,1999,toyota,four runner,good,6,gas,manual,4wd,SUV,wa,200k-300k
27000,2018,audi,a4 ultra premium plus sedan,good,5,gas,other,fwd,sedan,tx,0-20k
18000,2005,others,town car,good,5,gas,automatic,rwd,sedan,tn,150k-200k
12000,2017,nissan,sentra sv cvt,excellent,4,gas,other,4wd,sedan,ca,50k-100k
18000,2019,chevrolet,sonic rs,good,5,gas,automatic,4wd,sedan,ok,50k-100k
6000,2004,honda,civic,good,4,gas,manual,fwd,coupe,pa,100k-150k
18000,2014,cadillac,cts,good,4,gas,automatic,4wd,sedan,va,50k-100k
18000,2007,ford,2007 F0RD ESCAPE,good,4,gas,automatic,fwd,SUV,oh,100k-150k
42000,2018,gmc,sierra 1500,good,8,gas,automatic,4wd,truck,ks,50k-100k
11000,2015,chrysler,200 s,excellent,4,gas,automatic,4wd,sedan,in,100k-150k
18000,2015,subaru,wrx,good,5,gas,manual,4wd,sedan,pa,100k-150k
9000,2001,gmc,c3500,good,5,diesel,automatic,4wd,sedan,mi,100k-150k
13000,2016,jeep,cherokee,good,5,gas,automatic,fwd,SUV,oh,50k-100k
18000,2014,gmc,terrain,excellent,5,gas,automatic,4wd,SUV,oh,50k-100k
5000,2008,bmw,3 series,excellent,5,gas,automatic,rwd,sedan,co,150k-200k
21000,2018,ford,fiesta st hatchback 4d,good,5,gas,other,fwd,hatchback,tn,20k-50k
7000,1939,others,silver streak,good,8,gas,automatic,fwd,sedan,il,0-20k
16000,2004,ford,f250 super duty lariat,good,5,diesel,automatic,4wd,truck,id,150k-200k
8000,2010,toyota,highlander,good,6,gas,automatic,fwd,SUV,fl,200k-300k
6000,2016,volkswagen,jetta tsi,good,4,gas,automatic,fwd,sedan,id,50k-100k
18000,2016,bmw,x6,good,5,gas,automatic,4wd,SUV,ny,50k-100k
10000,2008,toyota,tundra,good,5,gas,automatic,4wd,sedan,tx,150k-200k
28000,2017,honda,pilot ex-l sport utility,good,5,other,other,4wd,other,ca,20k-50k
8000,2008,gmc,sierra,good,5,gas,automatic,4wd,sedan,ca,150k-200k
9000,2012,toyota,camry,good,4,gas,automatic,fwd,sedan,vt,100k-150k
4000,2008,others,vue,good,5,gas,automatic,4wd,sedan,mi,150k-200k
10000,2013,others,mks awd,good,8,gas,automatic,rwd,sedan,tx,100k-150k
18000,1999,gmc,envoy,salvage,6,gas,automatic,4wd,SUV,or,150k-200k
29000,2010,ford,Transit Passenger Wagon,good,6,gas,automatic,rwd,van,fl,20k-50k
18000,2018,dodge,challenger,excellent,6,gas,automatic,rwd,coupe,ca,20k-50k
18000,2020,jeep,gladiator rubicon only 9k,excellent,6,gas,automatic,4wd,truck,mt,0-20k
8000,2017,nissan,sentra,good,5,gas,automatic,fwd,sedan,nj,50k-100k
39000,2017,ram,3500 tradesman,excellent,8,gas,automatic,4wd,truck,ok,50k-100k
10000,2016,ford,fiesta st,good,5,gas,manual,4wd,sedan,il,100k-150k
10000,2007,ford,f-150,excellent,8,gas,automatic,rwd,truck,ok,150k-200k
32000,2018,others,romeo stelvio ti sport,good,5,other,other,4wd,hatchback,pa,20k-50k
23000,2017,gmc,acadia limited,good,6,gas,automatic,4wd,SUV,il,100k-150k
7000,2010,nissan,murano,excellent,6,gas,automatic,4wd,SUV,ma,100k-150k
5000,2004,jeep,grand cherokee limited,excellent,8,gas,automatic,4wd,SUV,il,150k-200k
24000,2014,cadillac,ats 3.6l luxury sedan,good,6,gas,other,4wd,sedan,ca,0-20k
27000,2015,ford,f150,excellent,6,gas,automatic,4wd,truck,nm,100k-150k
10000,2012,others,cooper countryman,excellent,4,gas,manual,fwd,SUV,ca,100k-150k
41000,2018,chevrolet,silverado 1500,good,5,gas,automatic,4wd,sedan,ia,50k-100k
18000,2003,chevrolet,impala,good,6,gas,automatic,fwd,sedan,tn,50k-100k
25000,2011,mercedes-benz,benz e550 amg,like new,8,diesel,automatic,4wd,coupe,dc,50k-100k
20000,2019,toyota,camry,good,5,gas,automatic,fwd,sedan,co,0-20k
28000,2017,jeep,wrangler,excellent,6,gas,automatic,fwd,SUV,fl,20k-50k
18000,1987,toyota,celica,good,4,gas,automatic,fwd,sedan,ny,150k-200k
18000,2018,nissan,pathfinder,good,5,gas,automatic,4wd,wagon,dc,20k-50k
9000,2006,ford,ranger,good,6,gas,automatic,4wd,truck,ia,150k-200k
18000,2011,ford,mustang,good,5,gas,automatic,4wd,sedan,fl,0-20k
11000,2013,ford,f-150,good,5,gas,automatic,4wd,sedan,mi,200k-300k
31000,2018,lexus,nx 300h sport utility 4d,good,5,hybrid,automatic,4wd,hatchback,sc,20k-50k
16000,2016,hyundai,elantra,excellent,4,gas,automatic,fwd,sedan,mi,20k-50k
4000,2006,honda,accord,good,4,gas,automatic,fwd,sedan,ga,150k-200k
24000,2015,chevrolet,silverado 2500,good,5,gas,automatic,4wd,sedan,al,100k-150k
40000,2020,ford,mustang gt premium coupe 2d,good,8,gas,other,rwd,coupe,az,0-20k
17000,2012,chevrolet,tahoe,good,5,other,automatic,4wd,SUV,ca,50k-100k
5000,2004,subaru,forester,good,4,gas,automatic,4wd,SUV,or,150k-200k
10000,2011,chevrolet,silverado 1500,good,8,gas,automatic,4wd,sedan,ny,150k-200k
15000,2012,hyundai,veloster coupe 3d,good,5,other,other,fwd,coupe,il,20k-50k
31000,2018,toyota,highlander le sport,good,6,gas,other,4wd,other,dc,20k-50k
10000,1968,others,cougar,fair,8,gas,automatic,rwd,coupe,ca,50k-100k
9000,2013,honda,accord ex-l,excellent,6,gas,automatic,fwd,sedan,mn,50k-100k
8000,2014,ford,transit connect,good,5,gas,automatic,4wd,van,nj,150k-200k
3000,1989,ford,e350,good,8,gas,automatic,rwd,bus,ri,50k-100k
13000,2007,ford,ranger,good,5,gas,automatic,4wd,pickup,ny,50k-100k
47000,2015,ram,3500,good,5,diesel,automatic,4wd,pickup,wi,100k-150k
18000,2013,ford,explorer xlt 4x4,good,5,gas,automatic,4wd,sedan,ny,100k-150k
4000,2002,toyota,highlander,good,6,gas,automatic,4wd,SUV,mt,150k-200k
18000,2000,jeep,grand cherokee,excellent,6,gas,automatic,4wd,SUV,mn,200k-300k
3000,2005,gmc,sierra 1500,fair,8,gas,automatic,4wd,pickup,oh,150k-200k
31000,2016,gmc,canyon crew cab sle pickup,good,6,gas,other,4wd,pickup,ma,50k-100k
4000,2007,honda,odyssey,good,5,gas,automatic,4wd,sedan,ca,150k-200k
42000,2020,ram,1500 bighorn 4x4 gas,good,5,gas,automatic,4wd,truck,mt,20k-50k
27000,2018,ford,Genesis G80,good,6,gas,automatic,rwd,sedan,tx,20k-50k
18000,2017,cadillac,xt5 luxury awd gas suv,good,5,gas,automatic,4wd,SUV,wa,20k-50k
18000,2003,chevrolet,s10 ls,good,4,gas,manual,rwd,truck,pa,150k-200k
17000,2001,mercedes-benz,500sl,excellent,8,gas,automatic,rwd,sedan,fl,50k-100k
25000,2013,chevrolet,tahoe,good,5,gas,automatic,4wd,other,tn,100k-150k
6000,2010,hyundai,elantra,excellent,5,gas,automatic,fwd,sedan,wi,100k-150k
4000,2009,ford,focus,excellent,4,gas,automatic,fwd,coupe,oh,50k-100k
30000,2017,ford,flex,good,6,gas,automatic,4wd,SUV,wa,20k-50k
9000,2010,jeep,grand cherokee,excellent,6,gas,automatic,4wd,sedan,wi,100k-150k
4000,2005,subaru,outback limited,good,5,gas,automatic,4wd,wagon,ca,200k-300k
18000,2014,others,cx-5 touring,good,4,gas,automatic,4wd,SUV,wa,100k-150k
3000,2004,toyota,prius hybrid,good,4,hybrid,automatic,fwd,hatchback,mn,200k-300k
4000,2002,honda,accord,good,4,gas,automatic,fwd,sedan,tx,150k-200k
33000,2016,chevrolet,colorado,good,5,gas,automatic,4wd,pickup,ca,50k-100k
7000,2010,toyota,prius,good,4,hybrid,automatic,fwd,sedan,az,100k-150k
18000,2009,lexus,ls460,good,5,gas,automatic,rwd,sedan,nm,150k-200k
8000,2017,hyundai,accent se,good,4,gas,automatic,fwd,hatchback,or,100k-150k
14000,1931,ford,model a,good,5,gas,manual,4wd,pickup,nj,20k-50k
5000,1967,chevrolet,corvair,good,6,gas,automatic,rwd,coupe,ca,50k-100k
18000,2008,ford,explorer,good,5,gas,automatic,4wd,SUV,oh,150k-200k
14000,2012,gmc,sierra 1500,excellent,8,gas,automatic,4wd,sedan,ma,150k-200k
18000,2019,others,macan,excellent,6,gas,automatic,4wd,SUV,ca,20k-50k
33000,2020,ford,Genesis G70 2.0T Sedan 4D,good,5,other,other,4wd,sedan,ga,0-20k
18000,2020,chevrolet,silverado diesels hd,good,5,diesel,automatic,4wd,truck,id,0-20k
5000,2006,honda,civic,excellent,5,gas,manual,fwd,coupe,or,150k-200k
18000,2016,lexus,rx 350,good,6,gas,automatic,fwd,SUV,tn,50k-100k
6000,2005,nissan,murano,good,5,gas,automatic,4wd,sedan,ok,200k-300k
22000,2018,nissan,pathfinder,good,6,gas,automatic,fwd,SUV,fl,20k-50k
6000,2005,acura,tl,good,6,gas,automatic,fwd,sedan,wa,200k-300k
9000,2013,ford,taurus sel,like new,6,gas,automatic,4wd,sedan,ca,100k-150k
5000,1995,nissan,pickup,good,6,gas,automatic,4wd,sedan,sc,150k-200k
18000,2002,mercedes-benz,benz,good,5,gas,automatic,4wd,sedan,pa,200k-300k
25000,2018,mercedes-benz,c-class,good,5,gas,automatic,4wd,sedan,dc,20k-50k
18000,2003,ford,f-250,good,8,diesel,automatic,4wd,truck,id,150k-200k
15000,2014,honda,accord ex-l,good,5,gas,automatic,4wd,sedan,il,50k-100k
18000,2017,audi,f-150,good,10,other,automatic,fwd,other,fl,0-20k
7000,2013,nissan,versa,good,4,gas,automatic,fwd,sedan,nv,150k-200k
17000,2001,others,boxster,good,6,gas,automatic,rwd,convertible,mt,50k-100k
17000,2015,jeep,cherokee,excellent,6,gas,automatic,4wd,SUV,wi,20k-50k
24000,2018,chrysler,pacifica,good,5,gas,automatic,fwd,mini-van,mo,50k-100k
40000,2001,ford,excursion diesel limited,excellent,5,diesel,automatic,4wd,sedan,mo,100k-150k
3000,2008,nissan,altima 2.5s coupe,good,4,gas,manual,4wd,sedan,nj,100k-150k
18000,1956,chevrolet,suburban,good,6,gas,manual,rwd,sedan,co,100k-150k
4000,2004,ram,1500,good,5,gas,automatic,4wd,sedan,ny,100k-150k
18000,2007,others,g35,good,5,gas,automatic,4wd,sedan,wi,0-20k
11000,2013,honda,civic,excellent,5,gas,automatic,fwd,sedan,id,100k-150k
11000,2017,others,lancer,good,5,gas,automatic,4wd,sedan,mn,50k-100k
34000,1969,ford,MG C GT,like new,6,gas,manual,rwd,sedan,pa,50k-100k
15000,2014,bmw,3 series,good,6,hybrid,automatic,rwd,sedan,va,100k-150k
6000,2002,chevrolet,suburban z71,good,5,gas,automatic,4wd,sedan,ca,200k-300k
41000,2020,ram,1500 crew cab rebel pickup,good,8,gas,other,4wd,pickup,in,0-20k
10000,1998,jeep,wrangler,excellent,6,gas,automatic,4wd,SUV,il,150k-200k
12000,2008,ford,f150 4x4,good,8,gas,automatic,4wd,pickup,fl,150k-200k
18000,2007,ford,escape,good,5,gas,automatic,4wd,SUV,il,100k-150k
4000,2006,toyota,sequoia,good,8,gas,automatic,rwd,SUV,ca,200k-300k
18000,2014,ford,f-150,like new,6,gas,automatic,fwd,pickup,tx,50k-100k
18000,2013,mercedes-benz,benz c300,excellent,5,gas,automatic,4wd,sedan,fl,50k-100k
6000,2010,toyota,matrix,excellent,4,gas,automatic,fwd,wagon,fl,100k-150k
17000,2014,acura,ilx 2.0l sedan 4d,good,5,other,other,4wd,sedan,sc,20k-50k
27000,2006,chevrolet,corvette,good,5,gas,automatic,4wd,convertible,ia,50k-100k
18000,1995,ford,f350 diesel dually,excellent,8,diesel,automatic,rwd,pickup,nc,100k-150k
18000,2015,ford,focus s,excellent,4,gas,automatic,4wd,sedan,ca,50k-100k
19000,2019,hyundai,tucson,good,4,gas,automatic,4wd,SUV,tx,20k-50k
22000,2005,gmc,sierra 2500 sle 4x4,excellent,8,diesel,automatic,4wd,truck,ca,150k-200k
5000,2001,subaru,forester,excellent,4,gas,automatic,4wd,wagon,or,150k-200k
27000,2018,others,romeo stelvio sport utility,good,5,gas,other,4wd,hatchback,ky,0-20k
12000,2010,ram,1500 quad cab,fair,8,gas,automatic,4wd,sedan,wi,100k-150k
31000,2018,others,q50 3.0t sport sedan 4d,good,6,gas,other,4wd,sedan,tn,0-20k
16000,2014,ram,2500,good,8,gas,automatic,rwd,pickup,tx,100k-150k
22000,2014,toyota,tundra,good,5,gas,automatic,fwd,pickup,fl,150k-200k
15000,2018,ford,escape se awd 68k ml.1owner new tirew well maint.clean!!!,good,4,gas,automatic,4wd,SUV,tx,50k-100k
18000,2016,mercedes-benz,g-class,excellent,5,gas,automatic,4wd,SUV,ca,100k-150k
6000,2003,bmw,530i,excellent,6,gas,manual,rwd,sedan,ca,150k-200k
18000,2006,honda,pilot,good,6,gas,automatic,4wd,sedan,ny,150k-200k
13000,2012,audi,a6 quattro,excellent,6,gas,automatic,4wd,sedan,or,100k-150k
48000,2019,ford,f-250 super duty,good,5,gas,automatic,4wd,sedan,mi,20k-50k
18000,2016,ford,mustang gt350,excellent,8,gas,manual,rwd,coupe,or,0-20k
10000,2010,audi,a5 cabriolet,good,4,gas,automatic,4wd,convertible,nj,50k-100k
14000,2013,bmw,535i m sport package,excellent,6,gas,automatic,4wd,sedan,ca,100k-150k
19000,1948,chevrolet,stylemaster,good,8,gas,automatic,rwd,coupe,mi,100k-150k
47000,2018,gmc,sierra 2500hd slt,excellent,8,diesel,automatic,4wd,pickup,ut,100k-150k
8000,2008,chevrolet,silverado 1500,fair,8,gas,automatic,4wd,pickup,nv,200k-300k
4000,1983,gmc,vandura 2500,good,8,gas,automatic,4wd,sedan,ok,100k-150k
18000,2004,others,cayenne s,good,8,gas,automatic,4wd,SUV,mn,150k-200k
14000,2016,toyota,camry le,like new,4,gas,automatic,fwd,sedan,ky,20k-50k
40000,2013,ford,f250 king ranch,excellent,5,diesel,automatic,4wd,truck,tx,100k-150k
35000,2016,ram,1500,excellent,8,gas,automatic,4wd,truck,ny,50k-100k
3000,2006,honda,civic,good,4,gas,automatic,fwd,coupe,md,200k-300k
19000,2015,subaru,brz limited coupe 2d,good,5,other,other,rwd,coupe,ny,50k-100k
18000,2014,dodge,charger,good,6,gas,automatic,4wd,sedan,co,50k-100k
18000,2000,toyota,camry ce,fair,4,gas,automatic,fwd,sedan,tn,200k-300k
18000,2014,chevrolet,express van,excellent,5,gas,automatic,4wd,van,mn,0-20k
20000,2019,others,eclipse cross sel,good,5,gas,other,4wd,hatchback,ri,20k-50k
18000,2007,bmw,530i,good,6,gas,automatic,rwd,sedan,md,200k-300k
9000,1995,chevrolet,c3500,excellent,8,gas,automatic,rwd,sedan,ca,0-20k
11000,2011,hyundai,genesis,excellent,6,gas,automatic,4wd,sedan,fl,50k-100k
18000,2004,gmc,yukon xl,good,8,gas,automatic,4wd,SUV,il,200k-300k
15000,2014,ford,explorer,excellent,5,gas,automatic,4wd,sedan,ia,100k-150k
10000,2007,toyota,avalon,excellent,6,gas,automatic,fwd,sedan,va,150k-200k
18000,2000,ford,explorer,good,8,gas,automatic,4wd,sedan,wi,150k-200k
37000,2019,ford,explorer limited 4x4 gas,good,5,gas,automatic,4wd,SUV,id,20k-50k
8000,2010,nissan,murano,like new,6,gas,automatic,4wd,sedan,mi,100k-150k
18000,2017,volkswagen,jetta,excellent,4,gas,automatic,fwd,sedan,ma,50k-100k
18000,2014,ram,f-150,excellent,8,gas,automatic,4wd,pickup,ma,20k-50k
14000,2005,ram,f-150,good,5,diesel,automatic,4wd,pickup,co,200k-300k
8000,1995,ford,f350 super duty,good,5,diesel,automatic,fwd,sedan,tx,300k-400k
40000,2018,audi,s5 prestige sedan 4d,good,5,other,other,4wd,sedan,mi,20k-50k
16000,2014,audi,a6,good,6,gas,automatic,4wd,sedan,wa,20k-50k
27000,2015,dodge,charger sxt,good,6,gas,automatic,rwd,sedan,mt,20k-50k
31000,2018,jeep,grand cherokee,good,6,gas,automatic,4wd,SUV,md,20k-50k
10000,2015,chevrolet,trax lt sport,excellent,4,gas,automatic,4wd,SUV,id,100k-150k
18000,2002,others,firebird,excellent,6,gas,automatic,rwd,coupe,il,50k-100k
10000,2007,honda,cr-v ex,excellent,4,gas,automatic,4wd,SUV,ia,100k-150k
26000,2015,dodge,grand caravan se wheelcha,good,6,gas,automatic,fwd,van,fl,20k-50k
18000,2000,honda,civic,fair,4,gas,automatic,fwd,sedan,ct,150k-200k
5000,2007,volkswagen,jetta gli fahrenheit,good,4,gas,manual,fwd,sedan,al,200k-300k
29000,2016,mercedes-benz,e-class e 400,good,6,gas,automatic,4wd,coupe,ri,20k-50k
7000,2012,others,mkz awd,excellent,6,gas,automatic,4wd,sedan,pa,100k-150k
17000,2013,ford,explorer,good,5,gas,automatic,fwd,SUV,fl,50k-100k
6000,2008,others,cx-9,good,4,gas,automatic,4wd,SUV,id,100k-150k
33000,2019,ram,pickup 1500 classic,good,8,gas,automatic,rwd,pickup,ga,20k-50k
8000,2010,chrysler,town and country,good,5,gas,automatic,fwd,mini-van,sc,150k-200k
10000,2014,dodge,grand caravan,good,6,gas,automatic,fwd,van,tx,50k-100k
18000,2018,others,mazda3 4-door sport,excellent,4,gas,automatic,4wd,sedan,ca,20k-50k
11000,2015,jeep,compass,good,5,gas,automatic,4wd,SUV,ca,100k-150k
11000,2013,chrysler,200,good,5,gas,automatic,fwd,sedan,id,50k-100k
18000,1995,ford,bronco eddie bauer,fair,8,gas,automatic,4wd,truck,ma,200k-300k
46000,2019,jeep,wrangler,like new,6,gas,automatic,4wd,sedan,ok,0-20k
